scan_cell_id,z,x0,y0,cell_tiles,bbox_wgs84,scope_unit_codes,scope_unit_count,coverage_status,coverage_attempt_count,coverage_checked_utc,coverage_note,last_run_id
OHG-Z17-X114848-Y51912,17,114848,51912,4,"[135.439453125, 35.00300339527671, 135.450439453125, 35.0120020431607]",27322,1,no_source_coverage,1,2026-06-26T10:34:23Z,no_source=16/16,28232405644
OHG-Z17-X114852-Y51912,17,114852,51912,4,"[135.450439453125, 35.00300339527671, 135.46142578125, 35.0120020431607]",27322,1,no_source_coverage,1,2026-06-26T10:34:30Z,no_source=16/16,28232405644
OHG-Z17-X114856-Y51912,17,114856,51912,4,"[135.46142578125, 35.00300339527671, 135.472412109375, 35.0120020431607]",27322,1,no_source_coverage,1,2026-06-26T18:15:46Z,no_source=16/16,28256845153
OHG-Z17-X114812-Y51916,17,114812,51916,4,"[135.340576171875, 34.99400375757576, 135.3515625, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T18:15:53Z,no_source=16/16,28256845153
OHG-Z17-X114816-Y51916,17,114816,51916,4,"[135.3515625, 34.99400375757576, 135.362548828125, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T18:16:00Z,no_source=16/16,28256845153
OHG-Z17-X114820-Y51916,17,114820,51916,4,"[135.362548828125, 34.99400375757576, 135.37353515625, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T18:16:07Z,no_source=16/16,28256845153
OHG-Z17-X114824-Y51916,17,114824,51916,4,"[135.37353515625, 34.99400375757576, 135.384521484375, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T18:16:14Z,no_source=16/16,28256845153
OHG-Z17-X114828-Y51916,17,114828,51916,4,"[135.384521484375, 34.99400375757576, 135.3955078125, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T18:16:20Z,no_source=16/16,28256845153
OHG-Z17-X114832-Y51916,17,114832,51916,4,"[135.3955078125, 34.99400375757576, 135.406494140625, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T18:16:27Z,no_source=16/16,28256845153
OHG-Z17-X114836-Y51916,17,114836,51916,4,"[135.406494140625, 34.99400375757576, 135.41748046875, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T18:16:34Z,no_source=16/16,28256845153
OHG-Z17-X114840-Y51916,17,114840,51916,4,"[135.41748046875, 34.99400375757576, 135.428466796875, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T18:16:41Z,no_source=16/16,28256845153
OHG-Z17-X114844-Y51916,17,114844,51916,4,"[135.428466796875, 34.99400375757576, 135.439453125, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T18:16:47Z,no_source=16/16,28256845153
OHG-Z17-X114848-Y51916,17,114848,51916,4,"[135.439453125, 34.99400375757576, 135.450439453125, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T18:16:54Z,no_source=16/16,28256845153
OHG-Z17-X114852-Y51916,17,114852,51916,4,"[135.450439453125, 34.99400375757576, 135.46142578125, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T18:17:01Z,no_source=16/16,28256845153
OHG-Z17-X114856-Y51916,17,114856,51916,4,"[135.46142578125, 34.99400375757576, 135.472412109375, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T18:17:08Z,no_source=16/16,28256845153
OHG-Z17-X114860-Y51916,17,114860,51916,4,"[135.472412109375, 34.99400375757576, 135.4833984375, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T18:17:15Z,no_source=16/16,28256845153
OHG-Z17-X114864-Y51916,17,114864,51916,4,"[135.4833984375, 34.99400375757576, 135.494384765625, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T18:17:22Z,no_source=16/16,28256845153
OHG-Z17-X114868-Y51916,17,114868,51916,4,"[135.494384765625, 34.99400375757576, 135.50537109375, 35.00300339527671]",27322,1,no_source_coverage,1,2026-06-26T18:17:29Z,no_source=16/16,28256845153
OHG-Z17-X114812-Y51920,17,114812,51920,4,"[135.340576171875, 34.98500313017106, 135.3515625, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T18:17:36Z,no_source=16/16,28256845153
OHG-Z17-X114816-Y51920,17,114816,51920,4,"[135.3515625, 34.98500313017106, 135.362548828125, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T18:17:43Z,no_source=16/16,28256845153
OHG-Z17-X114820-Y51920,17,114820,51920,4,"[135.362548828125, 34.98500313017106, 135.37353515625, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T18:17:50Z,no_source=16/16,28256845153
OHG-Z17-X114824-Y51920,17,114824,51920,4,"[135.37353515625, 34.98500313017106, 135.384521484375, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T18:17:57Z,no_source=16/16,28256845153
OHG-Z17-X114828-Y51920,17,114828,51920,4,"[135.384521484375, 34.98500313017106, 135.3955078125, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T18:18:04Z,no_source=16/16,28256845153
OHG-Z17-X114832-Y51920,17,114832,51920,4,"[135.3955078125, 34.98500313017106, 135.406494140625, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T18:18:11Z,no_source=16/16,28256845153
OHG-Z17-X114836-Y51920,17,114836,51920,4,"[135.406494140625, 34.98500313017106, 135.41748046875, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T18:18:18Z,no_source=16/16,28256845153
OHG-Z17-X114840-Y51920,17,114840,51920,4,"[135.41748046875, 34.98500313017106, 135.428466796875, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T18:18:25Z,no_source=16/16,28256845153
OHG-Z17-X114844-Y51920,17,114844,51920,4,"[135.428466796875, 34.98500313017106, 135.439453125, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T18:18:32Z,no_source=16/16,28256845153
OHG-Z17-X114848-Y51920,17,114848,51920,4,"[135.439453125, 34.98500313017106, 135.450439453125, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T18:18:39Z,no_source=16/16,28256845153
OHG-Z17-X114852-Y51920,17,114852,51920,4,"[135.450439453125, 34.98500313017106, 135.46142578125, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T18:18:46Z,no_source=16/16,28256845153
OHG-Z17-X114856-Y51920,17,114856,51920,4,"[135.46142578125, 34.98500313017106, 135.472412109375, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T18:18:53Z,no_source=16/16,28256845153
OHG-Z17-X114860-Y51920,17,114860,51920,4,"[135.472412109375, 34.98500313017106, 135.4833984375, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T18:19:00Z,no_source=16/16,28256845153
OHG-Z17-X114864-Y51920,17,114864,51920,4,"[135.4833984375, 34.98500313017106, 135.494384765625, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T18:19:07Z,no_source=16/16,28256845153
OHG-Z17-X114868-Y51920,17,114868,51920,4,"[135.494384765625, 34.98500313017106, 135.50537109375, 34.99400375757576]",27322,1,no_source_coverage,1,2026-06-26T18:19:14Z,no_source=16/16,28256845153
OHG-Z17-X114812-Y51924,17,114812,51924,4,"[135.340576171875, 34.97600151317588, 135.3515625, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T18:19:21Z,no_source=16/16,28256845153
OHG-Z17-X114816-Y51924,17,114816,51924,4,"[135.3515625, 34.97600151317588, 135.362548828125, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T18:19:27Z,no_source=16/16,28256845153
OHG-Z17-X114820-Y51924,17,114820,51924,4,"[135.362548828125, 34.97600151317588, 135.37353515625, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T18:19:35Z,no_source=16/16,28256845153
OHG-Z17-X114824-Y51924,17,114824,51924,4,"[135.37353515625, 34.97600151317588, 135.384521484375, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T18:19:42Z,no_source=16/16,28256845153
OHG-Z17-X114828-Y51924,17,114828,51924,4,"[135.384521484375, 34.97600151317588, 135.3955078125, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T18:19:49Z,no_source=16/16,28256845153
OHG-Z17-X114832-Y51924,17,114832,51924,4,"[135.3955078125, 34.97600151317588, 135.406494140625, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T18:19:56Z,no_source=16/16,28256845153
OHG-Z17-X114836-Y51924,17,114836,51924,4,"[135.406494140625, 34.97600151317588, 135.41748046875, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T18:20:03Z,no_source=16/16,28256845153
OHG-Z17-X114840-Y51924,17,114840,51924,4,"[135.41748046875, 34.97600151317588, 135.428466796875, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T18:20:10Z,no_source=16/16,28256845153
OHG-Z17-X114844-Y51924,17,114844,51924,4,"[135.428466796875, 34.97600151317588, 135.439453125, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T18:20:17Z,no_source=16/16,28256845153
OHG-Z17-X114848-Y51924,17,114848,51924,4,"[135.439453125, 34.97600151317588, 135.450439453125, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T18:20:24Z,no_source=16/16,28256845153
OHG-Z17-X114852-Y51924,17,114852,51924,4,"[135.450439453125, 34.97600151317588, 135.46142578125, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T18:20:31Z,no_source=16/16,28256845153
OHG-Z17-X114856-Y51924,17,114856,51924,4,"[135.46142578125, 34.97600151317588, 135.472412109375, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T18:20:38Z,no_source=16/16,28256845153
OHG-Z17-X114860-Y51924,17,114860,51924,4,"[135.472412109375, 34.97600151317588, 135.4833984375, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T18:20:45Z,no_source=16/16,28256845153
OHG-Z17-X114864-Y51924,17,114864,51924,4,"[135.4833984375, 34.97600151317588, 135.494384765625, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T18:20:52Z,no_source=16/16,28256845153
OHG-Z17-X114868-Y51924,17,114868,51924,4,"[135.494384765625, 34.97600151317588, 135.50537109375, 34.98500313017106]",27322,1,no_source_coverage,1,2026-06-26T18:20:59Z,no_source=16/16,28256845153
OHG-Z17-X114808-Y51928,17,114808,51928,4,"[135.32958984375, 34.966998906703665, 135.340576171875, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T18:21:06Z,no_source=16/16,28256845153
OHG-Z17-X114812-Y51928,17,114812,51928,4,"[135.340576171875, 34.966998906703665, 135.3515625, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T18:21:13Z,no_source=16/16,28256845153
OHG-Z17-X114816-Y51928,17,114816,51928,4,"[135.3515625, 34.966998906703665, 135.362548828125, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:48:04Z,no_source=16/16,28269533263
OHG-Z17-X114820-Y51928,17,114820,51928,4,"[135.362548828125, 34.966998906703665, 135.37353515625, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:48:13Z,no_source=16/16,28269533263
OHG-Z17-X114824-Y51928,17,114824,51928,4,"[135.37353515625, 34.966998906703665, 135.384521484375, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:48:22Z,no_source=16/16,28269533263
OHG-Z17-X114828-Y51928,17,114828,51928,4,"[135.384521484375, 34.966998906703665, 135.3955078125, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:48:31Z,no_source=16/16,28269533263
OHG-Z17-X114832-Y51928,17,114832,51928,4,"[135.3955078125, 34.966998906703665, 135.406494140625, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:48:40Z,no_source=16/16,28269533263
OHG-Z17-X114836-Y51928,17,114836,51928,4,"[135.406494140625, 34.966998906703665, 135.41748046875, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:48:49Z,no_source=16/16,28269533263
OHG-Z17-X114840-Y51928,17,114840,51928,4,"[135.41748046875, 34.966998906703665, 135.428466796875, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:48:58Z,no_source=16/16,28269533263
OHG-Z17-X114844-Y51928,17,114844,51928,4,"[135.428466796875, 34.966998906703665, 135.439453125, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:49:07Z,no_source=16/16,28269533263
OHG-Z17-X114848-Y51928,17,114848,51928,4,"[135.439453125, 34.966998906703665, 135.450439453125, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:49:16Z,no_source=16/16,28269533263
OHG-Z17-X114852-Y51928,17,114852,51928,4,"[135.450439453125, 34.966998906703665, 135.46142578125, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:49:26Z,no_source=16/16,28269533263
OHG-Z17-X114856-Y51928,17,114856,51928,4,"[135.46142578125, 34.966998906703665, 135.472412109375, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:49:34Z,no_source=16/16,28269533263
OHG-Z17-X114860-Y51928,17,114860,51928,4,"[135.472412109375, 34.966998906703665, 135.4833984375, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:49:43Z,no_source=16/16,28269533263
OHG-Z17-X114864-Y51928,17,114864,51928,4,"[135.4833984375, 34.966998906703665, 135.494384765625, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:49:52Z,no_source=16/16,28269533263
OHG-Z17-X114868-Y51928,17,114868,51928,4,"[135.494384765625, 34.966998906703665, 135.50537109375, 34.97600151317588]",27322,1,no_source_coverage,1,2026-06-26T22:50:01Z,no_source=16/16,28269533263
OHG-Z17-X114808-Y51932,17,114808,51932,4,"[135.32958984375, 34.95799531086791, 135.340576171875, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:50:11Z,no_source=16/16,28269533263
OHG-Z17-X114812-Y51932,17,114812,51932,4,"[135.340576171875, 34.95799531086791, 135.3515625, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:50:20Z,no_source=16/16,28269533263
OHG-Z17-X114816-Y51932,17,114816,51932,4,"[135.3515625, 34.95799531086791, 135.362548828125, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:50:29Z,no_source=16/16,28269533263
OHG-Z17-X114820-Y51932,17,114820,51932,4,"[135.362548828125, 34.95799531086791, 135.37353515625, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:50:38Z,no_source=16/16,28269533263
OHG-Z17-X114824-Y51932,17,114824,51932,4,"[135.37353515625, 34.95799531086791, 135.384521484375, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:50:47Z,no_source=16/16,28269533263
OHG-Z17-X114828-Y51932,17,114828,51932,4,"[135.384521484375, 34.95799531086791, 135.3955078125, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:50:56Z,no_source=16/16,28269533263
OHG-Z17-X114832-Y51932,17,114832,51932,4,"[135.3955078125, 34.95799531086791, 135.406494140625, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:51:05Z,no_source=16/16,28269533263
OHG-Z17-X114836-Y51932,17,114836,51932,4,"[135.406494140625, 34.95799531086791, 135.41748046875, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:51:14Z,no_source=16/16,28269533263
OHG-Z17-X114840-Y51932,17,114840,51932,4,"[135.41748046875, 34.95799531086791, 135.428466796875, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:51:23Z,no_source=16/16,28269533263
OHG-Z17-X114844-Y51932,17,114844,51932,4,"[135.428466796875, 34.95799531086791, 135.439453125, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:51:32Z,no_source=16/16,28269533263
OHG-Z17-X114848-Y51932,17,114848,51932,4,"[135.439453125, 34.95799531086791, 135.450439453125, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:51:41Z,no_source=16/16,28269533263
OHG-Z17-X114852-Y51932,17,114852,51932,4,"[135.450439453125, 34.95799531086791, 135.46142578125, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:51:50Z,no_source=16/16,28269533263
OHG-Z17-X114856-Y51932,17,114856,51932,4,"[135.46142578125, 34.95799531086791, 135.472412109375, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:51:59Z,no_source=16/16,28269533263
OHG-Z17-X114860-Y51932,17,114860,51932,4,"[135.472412109375, 34.95799531086791, 135.4833984375, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:52:07Z,no_source=16/16,28269533263
OHG-Z17-X114864-Y51932,17,114864,51932,4,"[135.4833984375, 34.95799531086791, 135.494384765625, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:52:16Z,no_source=16/16,28269533263
OHG-Z17-X114868-Y51932,17,114868,51932,4,"[135.494384765625, 34.95799531086791, 135.50537109375, 34.966998906703665]",27322,1,no_source_coverage,1,2026-06-26T22:52:26Z,no_source=16/16,28269533263
OHG-Z17-X114812-Y51936,17,114812,51936,4,"[135.340576171875, 34.94899072578226, 135.3515625, 34.95799531086791]",27322,1,no_source_coverage,1,2026-06-26T22:52:35Z,no_source=16/16,28269533263
OHG-Z17-X114816-Y51936,17,114816,51936,4,"[135.3515625, 34.94899072578226, 135.362548828125, 34.95799531086791]",27322,1,no_source_coverage,1,2026-06-26T22:52:43Z,no_source=16/16,28269533263
OHG-Z17-X114820-Y51936,17,114820,51936,4,"[135.362548828125, 34.94899072578226, 135.37353515625, 34.95799531086791]",27322,1,no_source_coverage,1,2026-06-26T22:52:52Z,no_source=16/16,28269533263
OHG-Z17-X114824-Y51936,17,114824,51936,4,"[135.37353515625, 34.94899072578226, 135.384521484375, 34.95799531086791]",27322,1,no_source_coverage,1,2026-06-26T22:53:02Z,no_source=16/16,28269533263
